nx ny nz
0.612864591 0.783817625 0.100134523
0.797023906 0.569216437 0.201855247
0.487672148 -0.785566115 0.380869734
0.246234998 0.046788341 -0.968080150
0.096159048 0.105545608 0.989754294
-0.366725320 0.902945347 0.224058564
0.181311654 -0.585853442 0.789874565
0.635422971 0.095908976 -0.766184779
0.650908968 -0.655896319 0.382253233
-0.363519561 -0.344265303 -0.865641340
-0.717532709 0.292716622 0.632031479
0.335775521 0.827707187 0.449617183
0.779198119 -0.165781966 0.604455648
-0.664574712 -0.225864624 -0.712267944
-0.578615055 -0.613404066 0.537531460
0.966365283 -0.209561341 0.149071070
0.118885574 0.977957508 -0.171654693
0.639332005 -0.604403524 -0.475343000
0.411400536 0.820427056 -0.397050431
-0.944502045 -0.007364695 -0.328422971
-0.373092305 0.867076564 0.330121742
0.363424499 0.482660665 -0.796844599
-0.448119385 0.834692388 0.320121279
-0.968153754 -0.225316855 -0.109135802
0.766713404 0.331424561 0.549825716
0.784241099 0.524516198 -0.331434241
-0.203925764 0.820474365 -0.534074994
-0.493223846 -0.704273795 0.510615961
0.521272929 0.461234823 -0.718009033
-0.774912420 0.206886578 -0.597250940
0.218555251 -0.663995913 0.715082533
-0.891387590 -0.442581423 -0.097723328
0.311512102 -0.788952016 -0.529636598
-0.428099647 -0.803992674 -0.412706279
0.281939169 -0.786849201 0.548979636
0.593498258 0.767855935 -0.241157792
-0.952586260 0.303488913 0.021769171
-0.238859791 0.967766143 -0.079841671
0.567820432 -0.499700177 0.654125133
-0.762188428 -0.309793989 0.568415768
0.017120834 0.801401595 0.597881561
-0.082354391 -0.572897859 -0.815478876
0.118696425 0.415523063 0.901804715
-0.032650264 -0.995146744 -0.092827362
0.494123148 0.830568921 0.256899948
-0.601440942 -0.694030162 0.395715715
-0.340714409 -0.021372416 -0.939923886
0.452723145 -0.555639086 -0.697357125
0.460767839 0.814470196 -0.352606435
-0.643919281 -0.602454144 -0.471611031
-0.714875878 0.102835689 0.691648249
-0.770173108 -0.293657460 -0.566214341
-0.594505870 -0.024299604 0.803724019
-0.979851357 -0.124265858 0.156362766
0.595161491 0.231618750 -0.769503447
0.410716205 -0.808480119 0.421511679
0.377328759 0.085862243 0.922090387
0.181275136 -0.702024501 0.688695089
-0.130152311 0.902076158 0.411483877
-0.809089784 0.565574823 0.159683568
0.051814676 0.786627279 -0.615250163
0.139334343 0.713265716 0.686904622
0.453795800 -0.753090398 0.476365642
-0.267025664 0.771116779 0.577993259
0.917927992 0.120214964 0.378095971
-0.480015559 -0.715231793 0.507965102
0.688890876 -0.529928476 0.494575748
-0.289826213 -0.930645968 0.223380503
-0.552483416 0.505790255 -0.662524183
0.265975488 -0.921963578 -0.281496361
0.487709264 0.674747272 -0.553945659
0.677230057 -0.325830844 -0.659692134
0.309228962 0.914592709 0.260571728
-0.936375570 0.248752792 0.247634489
-0.622498312 0.732692716 -0.275058603
0.871106200 -0.367028137 0.326288730
0.614987163 -0.676250452 0.405556550
0.656769186 -0.456706200 0.600061400
0.577750659 -0.651139516 -0.492160042
-0.670030867 -0.532770922 0.516927251
0.438128405 0.114260067 0.891621073
-0.020324103 -0.988187837 0.151893810
-0.816941371 -0.177847155 0.548613877
0.739822339 0.412353911 0.531626898
-0.000784409 -0.696950460 -0.717118847
-0.195046714 -0.432378793 0.880343887
0.608021180 -0.793858881 -0.009915731
0.932607290 -0.093781759 0.348494799
0.614012949 -0.717086467 -0.329810700
-0.624446779 0.470612760 0.623369754
-0.837615074 -0.527767921 -0.140932640
0.628229275 -0.710958714 -0.316015324
-0.095645269 -0.836748859 0.539169110
-0.388797106 0.572686279 0.721711325
0.763711935 -0.547035285 0.342777591
-0.587237505 -0.686249707 -0.429200946
-0.186579088 0.733763134 0.653283941
-0.596751645 0.476062341 0.645950556
0.791238738 -0.606510218 0.078016754
-0.857033260 0.107241683 0.503977393
0.192625723 -0.664734410 0.721819573
-0.792750808 0.418458126 -0.443214343
0.122989810 -0.303769837 -0.944773726
0.444361253 0.415625848 -0.793598281
-0.431851689 0.746475153 0.506240027
0.784996817 -0.243065479 -0.569823806
0.840509199 0.516088474 -0.164915046
0.939874578 -0.340261588 -0.029288711
-0.706828703 -0.053530433 -0.705356418
-0.549692345 -0.753286962 0.361105357
0.202960689 -0.877653310 0.434202286
0.716780512 -0.537419589 0.444303819
-0.069775318 0.836512779 -0.543486683
-0.384904907 -0.564193263 0.730434237
0.813666603 -0.271398479 -0.514090969
-0.272823641 -0.927777397 -0.254551297
-0.490609676 -0.295325267 0.819807985
-0.741998882 0.656294770 -0.136802174
-0.790131335 -0.523606787 -0.318635224
-0.641091459 -0.699482152 0.315794965
-0.517007974 0.840472928 -0.162197446
-0.179850318 0.626762241 -0.758170797
-0.992967421 -0.102223859 0.059715861
0.042762508 -0.024975491 0.998773044
0.773098507 0.625617191 0.104507557
0.815630175 0.311143674 -0.487787897
-0.835162283 0.441231584 -0.328357505
0.805664933 0.349697990 0.478137356
0.765212287 -0.602633550 -0.226457412
-0.311244537 0.819329331 -0.481483422
0.317834536 -0.462391284 -0.827753290
0.332856506 0.679261179 -0.654072471
0.063822404 0.696134120 0.715069219
0.752751274 -0.657548507 0.031551241
-0.833871093 -0.548485521 -0.061827451
-0.677161500 0.469390720 -0.566678617
0.278307543 0.877429815 -0.390719631
-0.887519105 0.449518567 -0.101207195
-0.870723869 0.491325436 -0.020958527
0.178381541 0.385008482 -0.905510074
-0.114213098 0.967634469 -0.225030893
0.535805305 -0.199503987 -0.820433321
-0.386909293 0.765701879 -0.513811085
-0.146703600 -0.664123521 -0.733087991
0.603406493 0.541464547 0.585420147
0.614612722 -0.338443253 -0.712535870
-0.652025191 -0.342537106 -0.676410734
0.624189418 -0.694821967 -0.357225426
0.713629486 0.672250500 -0.197008176
0.171730282 -0.476926068 0.862003617
0.795611304 0.520194318 -0.310484338
0.691434856 -0.032819132 0.721692971
0.256692937 0.754663258 -0.603814626
0.851819429 0.233361376 -0.468984145
-0.681545005 -0.196841629 -0.704804781
-0.804720682 0.156284535 0.572712640
-0.371352710 0.679941576 -0.632278908
-0.420337194 -0.250338805 0.872150862
-0.910874170 -0.275285487 -0.307451049
-0.234197462 -0.759900010 -0.606385623
0.279478849 0.305389313 0.910290580
0.522103831 -0.820340975 0.233341539
0.701795768 0.700890892 0.127415293
-0.519712660 0.519303078 0.678397424
0.299968579 0.369762495 0.879371678
0.708078563 -0.602393756 -0.368437935
0.739992693 -0.340129719 0.580278027
-0.080548810 0.955393872 0.284138063
0.375942455 -0.924364346 0.064944794
0.224747904 0.713704911 -0.663410641
0.347025402 -0.716583963 0.605046109
0.754802662 -0.492765202 0.432961196
-0.913391573 -0.185512403 0.362354776
0.778144360 0.529820297 0.337315591
-0.050193448 0.488355072 -0.871200288
-0.784838129 -0.612445200 0.094551508
-0.624482108 0.780736290 0.021747228
0.386356666 0.454097439 -0.802822547
-0.608367657 0.508681344 0.609206110
-0.786493720 0.253217522 -0.563301442
-0.674679655 -0.543924658 0.498952231
-0.963487650 0.265586344 0.033991810
0.967238604 0.167828992 -0.190480741
-0.244736542 0.914102226 -0.323297301
0.762760255 -0.587899430 0.269390152
-0.077483631 -0.992059084 -0.099070984
0.909994862 0.177910854 -0.374509118
0.061190396 -0.378150979 -0.923719423
-0.489793464 0.859262491 -0.147547737
-0.023520555 -0.999163341 -0.033457463
0.075727061 -0.716861130 -0.693091287
-0.594027249 0.332211050 -0.732644146
-0.517391808 0.289064902 -0.805448446
0.266652441 0.518332196 -0.812544282
0.390557764 0.832596771 -0.392743238
-0.470404386 0.820430260 0.324982925
-0.847844682 -0.412846568 -0.332741801
-0.634179325 0.408199323 -0.656650513
-0.117699783 0.624894542 -0.771785963
0.175226318 0.519696904 0.836188296
0.710370599 -0.702297511 0.046387693
-0.594832205 0.314344682 0.739839218
-0.940039477 -0.306721951 0.149155716
0.573855974 0.818702192 -0.020397111
-0.427330280 -0.448061934 0.785257496
0.404018503 -0.609193495 -0.682387232
-0.210192276 0.816755973 -0.537334987
0.380907288 0.078663302 0.921260942
-0.276707784 0.137706946 0.951036066
-0.738617015 0.193461087 -0.645769087
-0.609411291 -0.535808156 0.584403541
-0.472504025 0.262163967 -0.841433301
-0.235190349 -0.856857474 0.458781831
-0.485931390 -0.329240567 0.809611841
-0.344621736 -0.644324076 -0.682702237
-0.068615410 0.544604112 0.835881742
-0.067787102 -0.683379246 0.726909702
-0.040732161 -0.281340825 -0.958743048
0.207358550 -0.920902250 0.330062839
-0.661155178 0.093152991 -0.744443652
0.078345511 0.413488592 0.907132386
-0.268865926 0.630202807 0.728392433
0.357261219 0.780689069 -0.512727022
-0.582571631 0.787221094 0.202220780
-0.630975687 0.757745191 -0.166408860
-0.708671189 -0.450838532 0.542705965
0.221604824 -0.975044341 -0.013410243
-0.938762522 0.198043868 0.281963743
0.419240588 0.801973222 0.425530587
-0.549653777 -0.525855746 0.649119757
-0.500878949 0.865489981 0.006882671
-0.051416803 -0.563807799 0.824303996
-0.552253549 0.830888804 0.068116170
-0.655211349 -0.255431422 -0.710952092
0.067899271 0.574168904 -0.815916514
-0.147846836 -0.682463450 0.715810696
0.428327838 0.783746023 -0.449752636
-0.775857679 0.083468313 0.625362217
0.358978027 -0.922869202 -0.139453263
0.627542890 -0.280358138 0.726353382
0.582507716 0.714646128 -0.387254016
0.469775831 0.739289664 0.482453585
0.693220972 -0.610609987 -0.382883960
0.571949043 -0.439117754 0.692856327
-0.295825792 -0.954390737 0.040316521
-0.307795340 -0.894971465 0.322936690
0.250267561 0.912469427 0.323675290
0.604504383 -0.529274933 -0.595350734
0.454174948 0.682511366 -0.572628459
0.050678355 0.990338588 0.129078218
-0.773753344 0.508901412 0.377260010
0.827620698 -0.350064636 0.438746773
0.376267200 -0.697088117 -0.610320532
0.919798660 -0.133894941 -0.368839489
0.804043003 0.044918185 0.592871998
-0.516555290 0.656027640 -0.550271177
0.326141239 0.873036336 -0.362545787
0.479399084 -0.877460678 -0.015468600
-0.258587067 -0.951548242 -0.166399137
-0.273154732 0.950910881 -0.145447546
-0.149300273 -0.171745340 -0.973762274
0.979325017 0.202091608 0.009027397
-0.619039153 0.724364398 0.303457982
0.168099411 -0.951146629 0.258964627
0.301438418 0.256046757 -0.918463357
0.645657043 -0.747718922 -0.155059334
-0.233248100 0.592821132 -0.770816729
-0.164301332 0.810048165 0.562873914
-0.645654150 -0.212853887 -0.733364808
-0.128608230 -0.948538350 0.289369869
0.070832399 -0.919272093 0.387197095
0.756157233 0.654236377 -0.014177499
-0.321835675 0.675044605 -0.663879944
-0.854876945 -0.023109876 -0.518315871
-0.435883609 -0.138371699 0.889302396
-0.384867963 -0.478703756 -0.789125697
0.292429507 -0.878457685 -0.377885007
0.532149438 0.793589367 -0.295013378
0.538317941 -0.683398137 0.493133634
0.029348319 0.393440461 -0.918881537
-0.728878276 0.252555969 -0.636358343
-0.542182113 0.234387987 0.806908191
-0.622470944 -0.061722645 -0.780205254
0.484227676 0.699064887 0.526148118
-0.648888022 0.513135907 0.561814806
0.912666824 -0.280480068 0.297271255
-0.063106008 0.776141881 0.627392550
-0.035728260 -0.714945082 0.698267156
0.341251345 0.921768769 0.184091975
0.813190097 -0.581410732 -0.026142436
-0.327402587 0.894326206 0.304939638
0.854964818 0.483135644 -0.188719658
0.872697584 -0.303729266 -0.382292375
-0.086339449 -0.804624934 0.587472736
-0.486285108 0.550614037 0.678491692
0.573010549 0.443435603 -0.689219687
-0.540872368 0.324696239 -0.775905557
0.154548262 0.540394435 0.827096542
-0.721656326 0.259786890 0.641656387
0.833011361 0.430620644 0.347358509
-0.358393557 -0.879814725 0.312218046
0.188669702 -0.329237281 0.925206224
-0.742495345 -0.376831865 -0.553803582
-0.312715103 -0.616941012 0.722213994
0.944210141 0.289249519 -0.157486270
0.293879951 -0.384004987 -0.875314083
0.615482065 0.357908182 0.702199089
-0.387604923 -0.162694639 0.907354880
0.903477827 -0.167475617 0.394562712
-0.723407453 0.525323950 0.448013843
-0.849331262 -0.464936937 -0.249940096
-0.275178277 0.335241903 0.901049268
-0.395337997 -0.535118554 -0.746562791
0.645200258 0.762261835 -0.051706108
0.753421060 0.003254514 -0.657530315
-0.096078361 -0.740246914 -0.665434786
0.787761206 0.614443554 -0.043490236
-0.856124718 -0.401826509 -0.324939876
0.604517593 -0.542671173 0.583152192
0.061835282 0.727299344 0.683529123
0.395219570 0.759863346 -0.516148415
-0.862443185 -0.162267374 -0.479438267
0.641347753 -0.004308755 -0.767238225
-0.068266810 0.736155051 -0.673361258
0.735123740 0.376097235 0.564042513
-0.762778031 -0.623120293 -0.172889489
0.088642408 0.945504468 -0.313311066
-0.762293116 -0.631478038 -0.141932000
0.260009842 -0.845847622 -0.465764622
0.251012226 0.630715540 0.734296105
-0.275071430 -0.898948609 -0.340920968
-0.722116145 -0.687743166 0.074549386
0.248119667 0.508398314 -0.824601592
0.147285386 -0.692041607 0.706672081
-0.523094361 0.398213403 0.753523971
0.587934277 -0.124530802 0.799265516
-0.448529823 0.714031047 -0.537569216
-0.385739605 -0.730244874 0.563868231
0.147363760 -0.587033925 0.796037118
-0.190911806 -0.529207959 -0.826735519
-0.530288288 0.632773529 0.564262343
-0.649810759 -0.613566842 0.448644301
0.465034645 -0.192059780 -0.864208204
0.604389762 -0.713614343 0.354214039
0.302151730 0.860792186 -0.409562139
0.702475441 -0.233059192 0.672466853
0.709253971 0.551188415 0.439488493
-0.689870518 -0.520665544 -0.502977196
0.374510641 0.284316840 0.882556352
0.956503960 -0.262916956 0.126391649
-0.951895326 -0.004284123 -0.306393432
0.113869591 0.516699648 -0.848560658
0.295736927 0.654198936 0.696105898
0.483131670 -0.646875790 0.590030086
-0.212881965 -0.465387045 -0.859125234
0.573195263 0.721051094 -0.389271768
0.599968981 -0.738055115 0.308726205
0.948715117 -0.145547712 -0.280634087
-0.746814874 -0.077205464 -0.660535283
-0.157471222 -0.919434670 0.360336929
0.230598939 0.647686758 -0.726172151
0.669970625 -0.164964950 -0.723827277
0.952836897 -0.076701933 0.293630143
0.504258548 0.692060717 -0.516502934
0.858965336 0.271415145 0.434180112
0.159275425 0.951191014 -0.264323653
0.644023249 -0.392295187 -0.656763688
0.136071403 0.680578222 -0.719929064
0.906904101 -0.400745171 0.130108647
-0.148905834 -0.928584967 0.339936775
0.457822263 0.331095996 -0.825090430
0.828724077 -0.222631610 0.513470126
0.911248932 0.403895320 -0.080585076
0.487027957 -0.741916151 0.460829898
0.251021926 -0.638021462 0.727953712
0.610929444 0.755344665 -0.237106836
-0.190327635 -0.680104256 -0.707978526
0.921934192 -0.131707743 0.364266958
-0.691706151 -0.100097506 0.715208424
-0.040716462 -0.772284783 -0.633970333
-0.577127865 -0.814152436 0.063868922
-0.915764668 -0.000606388 -0.401714706
-0.150599912 0.987474763 0.047045278
0.738374009 -0.394213932 -0.547173829
0.337191261 -0.849466192 0.405843865
-0.318211632 -0.897777080 -0.304528607
-0.029945286 -0.981247424 0.190412112
0.085489176 0.922176889 -0.377202048
-0.606879626 -0.454429745 -0.652066505
0.232709514 0.869806924 0.435065739
0.190279118 -0.966026546 -0.174890167
-0.282073111 0.394290992 0.874625276
0.007618847 -0.912994932 -0.407899752
-0.203011086 -0.196960144 0.959162760
0.641623686 0.480259198 -0.598055305
-0.730759443 0.532226781 -0.427463789
0.814552718 0.412012456 0.408349856
-0.060960467 0.819257171 -0.570176736
-0.814242851 -0.452531780 -0.363625588
-0.785641146 -0.454907629 0.419317348
0.732605354 -0.586592620 0.345251349
0.591843995 -0.061903089 0.803672006
-0.374696489 -0.834902480 0.403162983
-0.345268180 0.235815443 0.908394717
-0.096529913 0.989072644 0.111432852
0.387209911 -0.166740153 0.906788953
-0.901227073 -0.379095582 -0.209943572
-0.084371044 0.706768882 0.702395384
0.373014697 0.434195644 0.819959864
-0.414021305 -0.904592113 -0.101486290
-0.555306761 0.430096553 0.711794462
-0.726176254 -0.588330108 0.355718613
0.820766141 -0.553830762 0.140051525
0.389618451 0.747820240 0.537552185
-0.730673649 0.542784732 -0.414126494
-0.939810897 -0.136835554 -0.313099840
0.183186375 -0.923176181 0.337917876
-0.735573577 -0.636630718 0.231587656
0.092386681 -0.481012136 -0.871832568
-0.501173791 -0.526437634 0.686795638
-0.554663091 -0.824263867 0.113745034
-0.719476660 0.671296818 -0.178084019
-0.786864170 -0.492899282 -0.371342263
0.568448083 0.815267065 0.110482531
0.569875009 0.330802744 -0.752204772
-0.011853034 -0.845339648 -0.534097730
0.442696400 -0.856976386 -0.263839669
-0.078317626 -0.995968658 0.043735370
-0.204208529 0.601933242 0.771994332
0.485730486 0.301344229 -0.820522730
0.123529345 0.992282537 -0.010764155
-0.784633992 0.613363299 -0.090194024
0.191164736 0.515905240 -0.835043608
0.231162152 -0.865243347 -0.444879771
-0.812008298 0.093693459 -0.576076436
0.334834417 -0.831858286 -0.442603327
0.668311229 0.605762158 0.431754918
0.000057712 0.612798046 -0.790239553
0.218056739 -0.081294938 0.972544288
0.633724253 -0.581869480 0.509726867
-0.452138141 0.834671928 0.314473964
0.713517534 0.675889371 -0.184570548
-0.993811065 -0.024371457 0.108377115
-0.416750657 0.897298673 -0.145512821
-0.185358547 0.891316731 -0.413759222
0.528589690 -0.588965433 0.611320422
0.177517472 0.983482956 -0.035338678
0.973373089 0.191903710 -0.125370633
-0.549985148 -0.668552380 0.500553746
-0.462421256 -0.363564623 0.808694842
0.769283273 -0.461424862 0.441916670
0.466245236 0.721442750 -0.511991932
0.060271143 0.797319070 0.600541164
0.565960139 -0.160380067 -0.808682481
0.923622233 -0.190208605 0.332780192
0.270085494 0.959548274 -0.079504317
-0.559861859 0.752432854 0.346986309
0.355777152 -0.273708103 -0.893591905
-0.048670771 0.972821786 -0.226382263
-0.385002656 0.494174504 0.779464248
0.470900718 -0.826587859 0.308228851
-0.810171928 0.543079989 -0.220648074
-0.514311685 -0.451321111 -0.729241212
-0.420669443 0.458903000 0.782588817
-0.080107903 0.633065990 0.769941671
0.566739026 -0.175361540 -0.805018762
-0.498188289 0.164732692 -0.851276435
0.509442382 0.486932268 -0.709482506
0.843071167 0.246973473 0.477739585
-0.214412732 0.566419563 -0.795736174
-0.832793682 -0.485410201 0.266142103
0.100976555 -0.772872652 -0.626475538
-0.189717211 -0.482081078 -0.855339239
-0.673208410 -0.504199561 0.540900397
-0.969985897 -0.105240457 -0.219207221
-0.702580834 0.277322702 0.655341355
-0.541252540 -0.551271267 -0.634937539
-0.427914284 0.855260843 0.292264018
-0.232341100 -0.581724312 0.779496272
-0.291507041 0.392787502 0.872205035
-0.845440304 -0.528400391 0.077612616
0.136919539 0.446027507 -0.884484315
0.882137115 -0.456524407 -0.115842894
-0.658082739 0.559549135 -0.503817302
0.157862136 -0.910424107 -0.382370881
0.789033287 -0.578764543 0.206053575
-0.743760456 -0.662803691 -0.086669788
-0.345360595 -0.330735701 0.878259617
0.514207656 0.527371909 0.676364810
0.975528580 0.109871118 -0.190452952
-0.709613419 0.077183436 0.700350993
-0.374133788 -0.718429523 -0.586415322
0.741052856 -0.663243216 0.104637957
0.310848863 0.734195290 -0.603597764
0.521776025 -0.432756823 0.735167540
0.731132781 -0.397686050 0.554338039
-0.842648579 -0.091620482 0.530611967
0.148092188 -0.642305523 0.752005531
0.809180734 -0.484116418 -0.332953201
0.883743708 0.442846275 -0.151275358
-0.479756866 0.637395705 -0.602959422
-0.689487304 0.343763069 0.637521929
0.781415618 0.280263712 0.557531957
-0.888678269 0.205337810 0.409984533
-0.211491917 0.879288880 -0.426757817
0.160644275 0.578700530 0.799561826
0.644014667 -0.748503842 -0.158073108
0.119190394 0.219568961 0.968288759
0.200212984 0.267248066 -0.942599190
0.506647448 -0.607418011 0.611842890
0.857496220 0.427064409 0.286908041
0.579216199 0.645977852 -0.497213445
0.575359720 -0.374755232 0.726993609
-0.619622925 -0.429995710 0.656636216
0.031906008 0.579955250 0.814023289
0.255024779 -0.871265511 0.419355185
0.468366847 0.099174728 -0.877950380
-0.574271999 0.320229713 -0.753435201
-0.874622320 0.237780136 0.422488349
0.035566587 0.999326739 -0.009004776
0.496484497 -0.023414787 0.867729734
-0.071166667 -0.559037541 -0.826082522
0.699308857 0.640380369 -0.317616285
-0.811016294 -0.551595314 0.194923526
-0.877614033 -0.362287326 0.313913209
0.884248477 -0.228515780 -0.407290031
-0.139282011 0.723891278 0.675708472
-0.666133578 0.473444103 0.576295703
0.377599166 -0.080684041 -0.922447264
0.644605727 -0.113634301 -0.756022951
0.768382124 0.005240230 0.639969883
0.642016365 0.637627244 0.425730530
0.461618112 -0.871885593 -0.163475478
-0.600992940 0.708155793 0.370570991
-0.372604059 -0.775734454 0.509315493
0.620032152 -0.482912143 0.618349410
0.506759068 -0.627135040 -0.591520827
-0.407699324 -0.897068011 -0.170441325
0.199772727 -0.712595033 -0.672531915
0.596667282 -0.627191015 0.500619202
0.887553149 0.402737885 -0.223722156
0.743554088 0.373200937 -0.554840859
-0.819246618 0.236377299 -0.522456459
-0.879755163 -0.069678618 -0.470293253
0.828730231 -0.024460469 0.559113486
0.348389421 0.501295640 -0.792040082
-0.441232351 0.888959600 0.122738920
-0.760858516 -0.414698276 -0.499118882
0.366025186 0.569276072 0.736172749
-0.837933790 0.319098789 0.442767351
-0.745417268 -0.489072934 -0.452946752
0.410855004 -0.073619580 -0.908723458
-0.711464647 0.697241643 0.087590796
0.603172067 0.088537659 -0.792681866
-0.587925654 -0.435057869 -0.681958998
-0.169163665 -0.818323224 0.549300242
0.387343716 -0.905631121 -0.172618415
0.057627185 0.533239210 0.843999439
0.763751218 0.643928639 0.045166195
0.819496961 0.058261681 -0.570114293
0.675162411 -0.724956808 0.136357417
-0.230450301 0.243981265 0.942000956
0.052630729 -0.601206441 0.797358653
-0.222106574 -0.628202152 -0.745674678
0.024357199 -0.756524357 0.653511762
-0.198622483 0.684004845 0.701916292
0.475531916 0.867586457 -0.145475557
0.587213143 0.555011605 -0.589188292
-0.894533745 0.296581128 0.334438354
-0.463934232 -0.601549835 -0.650309791
0.365839501 -0.030479681 0.930178719
0.730712241 0.240084324 -0.639076786
0.652978551 -0.596262307 0.467001364
0.752649276 0.598151175 -0.275198544
-0.528876206 -0.816817105 0.230433885
0.123657055 0.985420166 0.116859011
0.022843790 0.441349425 -0.897044506
0.125249473 -0.718765951 -0.683877238
0.297405653 -0.935896043 0.188808035
0.880287933 0.231948194 -0.413875815
0.082757146 0.884011421 0.460081581
0.219077406 0.817873354 0.532060397
0.837881766 -0.524223588 -0.152130784
0.723785939 0.686894689 -0.065647546
0.550933320 -0.774890002 0.309867652
-0.338939150 0.933458581 0.117368348
-0.729766885 0.054888783 0.681489189
0.260452909 -0.845336534 -0.466444451
-0.027295367 0.499560435 -0.865848910
0.303850420 0.938508931 0.163938736
0.569770244 -0.222425212 -0.791131401
0.889580860 -0.373882998 0.262406929
-0.061286139 -0.908084671 -0.414277974
0.291922419 -0.583486608 0.757842120
0.316265358 0.910396897 -0.266746535
0.697650153 -0.232825752 -0.677551793
-0.038231968 -0.847225941 0.529855189
0.015976620 -0.370866317 -0.928548826
0.216348047 0.530231368 0.819785472
0.647525360 -0.260272546 0.716218619
-0.029881525 0.989950081 0.138224211
0.404393498 0.633531031 -0.659624387
0.586547380 -0.406723114 0.700384523
-0.258580359 -0.487060348 -0.834211253
-0.665788026 -0.594082741 0.451433275
0.102332064 -0.940835441 -0.323043065
0.277613700 0.166142215 0.946217416
0.469220981 -0.311185414 -0.826435303
0.526883510 -0.591764412 0.610089049
0.857381235 0.429042943 0.284287831
-0.171870708 -0.809260044 0.561746065
0.260743513 -0.199205318 0.944632236
0.206759957 -0.929799473 -0.304504942
0.559707468 -0.355566857 -0.748531736
-0.538706443 0.010847313 0.842423708
-0.528924844 -0.692339282 0.490820566
0.454088143 0.442823335 -0.773118007
0.605095185 -0.793919913 -0.059590171
0.281832647 0.528097701 -0.801051295
0.349236979 0.208579824 0.913525035
-0.433246319 0.871229186 -0.230775503
0.796871791 -0.185836432 -0.574856651
-0.433522352 -0.567160371 0.700276720
-0.480282975 0.317645449 -0.817575460
0.336255853 0.925972829 0.171774044
-0.016193288 0.898163912 -0.439362452
0.153911798 0.699416091 -0.697945764
-0.063348453 -0.829527180 0.554861812
-0.106863277 -0.803112481 0.586166003
-0.841170664 0.538409975 0.050463983
-0.542657918 0.549821599 -0.634994955
-0.058800195 -0.863984485 0.500073341
0.125063679 0.951291178 0.281787456
-0.326593263 0.897119932 -0.297510785
-0.200048737 0.642800194 -0.739451428
-0.652573701 0.733277022 -0.190925049
0.348668658 0.110131042 -0.930753093
-0.460225734 0.814460097 -0.353336983
0.586888954 0.483761923 0.649257851
0.291203673 0.461775062 0.837833046
0.498558223 -0.034492225 -0.866169720
-0.305199430 0.811426312 -0.498438209
-0.201990424 0.315399532 0.927212491
-0.594169820 0.051952045 0.802660084
-0.911420336 -0.323627117 -0.254122922
-0.041707099 0.657720467 -0.752106578
-0.499359797 -0.745929985 -0.440713344
0.657274272 -0.753300982 -0.022981780
0.739836467 0.470497530 -0.480909634
-0.445471188 -0.894577668 -0.035863879
-0.647059063 0.761401059 -0.039786883
-0.105920916 0.785546720 -0.609669673
-0.137712059 -0.559093702 -0.817587684
0.303658127 0.905063429 0.297744743
-0.285743951 0.013391577 -0.958212430
-0.023511380 0.011939818 0.999652267
-0.205176170 -0.684924372 -0.699128989
-0.564166719 0.123997576 0.816296830
0.257984042 -0.157780514 -0.953178653
-0.371874352 -0.914533939 0.159176443
0.359153954 0.665434020 0.654374512
0.616196169 -0.787592711 0.000042420
0.909222947 -0.154873270 -0.386429687
0.512126609 0.854432000 0.087591626
-0.541717110 -0.591948233 0.596774548
0.662924156 0.741172731 0.105804280
0.797992599 -0.031001828 -0.601869337
-0.472608258 -0.854524015 -0.215476548
-0.914742101 0.298796248 0.271970020
0.493694331 -0.682061022 0.539498535
0.913973409 0.112419087 -0.389890442
0.477090444 -0.477476197 -0.737835476
0.098815980 -0.768311297 0.632402682
0.443022989 -0.737856696 -0.509213244
0.901756094 -0.386354613 0.193819658
-0.766773039 0.230031621 -0.599286710
-0.488664922 0.413581653 0.768216643
0.845403202 -0.197762800 0.496168621
-0.962927240 -0.262406152 0.062563112
0.316322257 0.586491756 0.745632383
-0.409346181 0.909128663 0.076946591
-0.943732384 -0.177640050 0.278950174
-0.342682197 0.568215316 0.748131183
-0.362546630 -0.324047619 -0.873815245
0.035698686 0.813703957 0.580182277
0.646616883 0.401256125 -0.648752749
0.723151811 -0.334635563 0.604210641
0.926436970 0.368800382 0.075503769
0.333915704 0.932253882 -0.139294659
-0.069721870 -0.994282036 -0.080883209
0.928497860 -0.004904376 -0.371305361
-0.945622058 -0.323748405 -0.031398960
-0.216865356 -0.398676550 -0.891081604
0.476363491 -0.759559252 0.442885501
0.375983106 0.839625984 0.392001163
-0.386600103 -0.619905655 0.682830389
-0.372921862 -0.734198843 -0.567345877
0.588121219 0.007140710 -0.808741270
-0.214662939 0.018510014 -0.976512776
0.185102749 -0.877414434 -0.442584322
0.611364236 -0.181651760 -0.770218417
0.680364639 -0.552149202 0.481907892
0.696542843 0.708244735 0.114967225
-0.678396052 -0.732514415 -0.056581171
0.356778714 0.011239053 -0.934121316
0.439334134 -0.183984226 0.879281140
0.413052277 0.775881095 -0.476860926
-0.004537134 0.754061539 -0.656788101
0.845536774 -0.474331274 0.245106927
0.648568759 -0.736560808 -0.191928999
0.645261881 0.665941915 -0.374377444
0.245455355 -0.666870511 0.703587514
0.563201550 -0.804411868 -0.189012064
0.338500634 -0.500309131 0.796936694
0.575869420 0.739461278 -0.348670948
-0.789001826 0.600860305 -0.128230308
-0.916691100 0.065576925 0.394179012
-0.288463307 -0.860821770 -0.419255054
